Category,Description
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,physician Family and General Practitioners Ambulatory Health Care Services
1,"senior producer Producers Professional, Scientific, and Technical Services"
2,"video phone sales representative Retail Salespersons Religious, Grantmaking, Civic, Professional, and Similar Organizations"
1,"quality assurance technician Industrial Engineering Technicians Merchant Wholesalers, Nondurable Goods "
1,sonographer Diagnostic Medical Sonographers Administration of Human Resource Programs 
2,"senior account executive Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products Administrative and Support Services"
1,registered nurse resource management Registered Nurse Hospitals
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,"route delivery relief person lg Driver/Sales Workers Merchant Wholesalers, Nondurable Goods "
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,"manager General and Operations manager Professional, Scientific, and Technical Services"
1,"case dock laborer Laborers and Freight, Stock, and Material Movers, Hand Merchant Wholesalers, Nondurable Goods "
1,packing specialist qualified operato Airfield Operations Specialists Beverage and Tobacco Product Manufacturing
3,manager media marketing Marketing manager Broadcasting (except Internet)
1,respiratory therapist registered respiratory therapist Respiratory Therapists Hospitals
1,licensed practical nurse Licensed Practical and Licensed Vocational Nurse Administration of Human Resource Programs 
1,"vice president national video activation Chief Executives Professional, Scientific, and Technical Services"
1,"blowmold operator Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic Merchant Wholesalers, Nondurable Goods "
1,phy therapist Physical Therapists Administration of Human Resource Programs 
2,"sales representative Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products Professional, Scientific, and Technical Services"
2,"associate Retail Salespersons Religious, Grantmaking, Civic, Professional, and Similar Organizations"
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,"editor Editors Professional, Scientific, and Technical Services"
1,"work cell operator Production Workers, All Other Furniture and Related Product Manufacturing"
1,licensed practical nurse pns Licensed Practical and Licensed Vocational Nurse Administration of Human Resource Programs 
1,"tff genl warehouse associate Stock Clerks- Stockroom, Warehouse, or Storage Yard Merchant Wholesalers, Nondurable Goods "
2,"tff food service sales representative Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products Merchant Wholesalers, Nondurable Goods "
1,chief operating officer General and Operations manager Administrative and Support Services
1,"assistant Secretaries and Administrative Assistants, Except Legal, Medical, and Executive Professional, Scientific, and Technical Services"
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,"associate Retail Salespersons Religious, Grantmaking, Civic, Professional, and Similar Organizations"
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,registered nurse Registered Nurse Administration of Human Resource Programs 
1,"copywriter Copy Writers Professional, Scientific, and Technical Services"
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,"quality assurance inspector Inspectors, Testers, Sorters, Samplers, and Weighers Broadcasting (except Internet)"
1,"enabling manager General and Operations manager Professional, Scientific, and Technical Services"
1,director technical workforce management Architectural and Engineering manager Broadcasting (except Internet)
1,"maintenance technical First-Line Supervisors of Mechanics, Installers, and Repairers Hospitals"
3,group director insight stra Marketing manager Administrative and Support Services
1,clinic registered nurse Registered Nurse Administration of Human Resource Programs 
1,"bagger debagger Packers and Packagers, Hand Merchant Wholesalers, Nondurable Goods "
1,"production services attnd Production, Planning, and Expediting Clerks Beverage and Tobacco Product Manufacturing"
1,care nurse ii Registered Nurse Hospitals
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,licensed practical nurse Licensed Practical and Licensed Vocational Nurse Hospitals
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,physician Family and General Practitioners Hospitals
1,"senior vice president strategy General and Operations manager Professional, Scientific, and Technical Services"
1,"associate media director Public Relations Specialists Professional, Scientific, and Technical Services"
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,physician assistant nurse praction Physician Assistants Hospitals
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,racker unracker Helpers--Production Workers Furniture and Related Product Manufacturing
1,registered nurse speciality Registered Nurse Hospitals
3,account manager trade marketing Marketing manager Beverage and Tobacco Product Manufacturing
3,senior market sell thru manager Marketing manager Administrative and Support Services
1,"case dock laborer Laborers and Freight, Stock, and Material Movers, Hand Merchant Wholesalers, Nondurable Goods "
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,technical operations manager ii Industrial Production manager Broadcasting (except Internet)
1,"filler operator Packaging and Filling Machine Operators and Tenders Merchant Wholesalers, Nondurable Goods "
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,ct technician Radiologic Technicians Hospitals
1,group account supervisor First-Line Supervisors of Office and Administrative Support Workers Administrative and Support Services
1,vice president Chief Executives Administrative and Support Services
1,machine operator Packaging and Filling Machine Operators and Tenders Furniture and Related Product Manufacturing
1,"blowmold operator Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic Merchant Wholesalers, Nondurable Goods "
1,registered nurse Registered Nurse Administration of Human Resource Programs 
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,territory manager Sales manager Beverage and Tobacco Product Manufacturing
1,physical theray assistant Physical Therapist Assistants Hospitals
1,account supervisor First-Line Supervisors of Office and Administrative Support Workers Administrative and Support Services
1,"assist negotiator local act Business Operations Specialists, All Other Professional, Scientific, and Technical Services"
2,"senior account executive Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products Administrative and Support Services"
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,plant engineer Industrial Engineers Hospitals
1,sonographer Diagnostic Medical Sonographers Hospitals
1,staff registered nurse prn Registered Nurse Administration of Human Resource Programs 
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,"fleet maintenance mechanical ii First-Line Supervisors of Mechanics, Installers, and Repairers Merchant Wholesalers, Nondurable Goods "
1,registered nurse surgery Registered Nurse Administration of Human Resource Programs 
1,"quality assurance inspector Inspectors, Testers, Sorters, Samplers, and Weighers Broadcasting (except Internet)"
1,radiology technician Radiologic Technicians Administration of Human Resource Programs 
1,dnt network engineer iii Network and Computer Systems Administrators Broadcasting (except Internet)
1,respiratory therapist prn Respiratory Therapists Hospitals
1,"business director General and Operations manager Professional, Scientific, and Technical Services"
1,"branch manager General and Operations manager Merchant Wholesalers, Nondurable Goods "
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,territory manager Sales manager Beverage and Tobacco Product Manufacturing
1,technical operations manager ii Industrial Production manager Broadcasting (except Internet)
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,"blending operator Mixing and Blending Machine Setters, Operators, and Tenders Merchant Wholesalers, Nondurable Goods "
1,registered nurse Registered Nurse Hospitals
1,"senior manager General and Operations manager Professional, Scientific, and Technical Services"
1,manager isp Computer and Information Systems manager Broadcasting (except Internet)
2,"professional sales representat Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products Professional, Scientific, and Technical Services"
1,registered nurse surgery Registered Nurse Hospitals
1,"lead finance manager Financial manager, Branch or Department Beverage and Tobacco Product Manufacturing"
1,sonographer Diagnostic Medical Sonographers Hospitals
1,"statistical analyst Market Research Analysts and Marketing Specialists Professional, Scientific, and Technical Services"
1,"forklift operator plant Industrial Truck and Tractor Operators Merchant Wholesalers, Nondurable Goods "
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,technician Pharmacy Technicians Administration of Human Resource Programs 
1,packing operator Packaging and Filling Machine Operators and Tenders Beverage and Tobacco Product Manufacturing
2,"senior account planner Sales Agents, Securities and Commodities Religious, Grantmaking, Civic, Professional, and Similar Organizations"
1,"negotiator Business Operations Specialists, All Other Professional, Scientific, and Technical Services"
1,radiology technician Radiologic Technicians Administration of Human Resource Programs 
1,staff registered nurse prn Registered Nurse Administration of Human Resource Programs 
1,pharmacy technician Pharmacy Technicians Administration of Human Resource Programs 
1,emergency medical technician Emergency Medical Technicians and Paramedics Administration of Human Resource Programs 
1,sitter Childcare Workers Hospitals
1,ct technician Radiologic Technicians Hospitals
1,"director engineering Architectural and Engineering manager Merchant Wholesalers, Nondurable Goods "
1,"financial analyst Financial Analysts Religious, Grantmaking, Civic, Professional, and Similar Organizations"
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,"loader Laborers and Freight, Stock, and Material Movers, Hand Merchant Wholesalers, Nondurable Goods "
1,physician Family and General Practitioners Administration of Human Resource Programs 
1,vice president executive creative director Chief Executives Administrative and Support Services
1,staff registered nurse prn Registered Nurse Administration of Human Resource Programs 
2,"sales growth representative Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products Beverage and Tobacco Product Manufacturing"
1,deli manager First-Line Supervisors of Food Preparation and Serving Workers Food and Beverage Stores 
2,"unfi canada associate Retail Salespersons Merchant Wholesalers, Nondurable Goods "
2,vice president account servic Sales manager Administrative and Support Services
1,"supervisor system maintenance First-Line Supervisors of Mechanics, Installers, and Repairers Broadcasting (except Internet)"
1,technician Pharmacy Technicians Hospitals
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,"order assembly pick load coolr Stock Clerks- Stockroom, Warehouse, or Storage Yard Merchant Wholesalers, Nondurable Goods "
1,registered nurse surgery Registered Nurse Administration of Human Resource Programs 
1,physical therapist prn Physical Therapists Administration of Human Resource Programs 
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,physician Family and General Practitioners Hospitals
1,operating room technician cert licensed practical nurse Licensed Practical and Licensed Vocational Nurse Administration of Human Resource Programs 
2,"senior associate Retail Salespersons Religious, Grantmaking, Civic, Professional, and Similar Organizations"
1,associate creative director Art Directors Administrative and Support Services
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,sonographer Diagnostic Medical Sonographers Administration of Human Resource Programs 
1,medical surg registered nurse Registered Nurse Administration of Human Resource Programs 
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,clinic ancillary lab xray Radiologic Technologists Hospitals
1,phlebotomist Phlebotomists Administration of Human Resource Programs 
1,clinic management Medical and Health Services manager Administration of Human Resource Programs 
1,"order assembly pick load coolr Stock Clerks- Stockroom, Warehouse, or Storage Yard Merchant Wholesalers, Nondurable Goods "
1,care nurse ii Registered Nurse Administration of Human Resource Programs 
1,mental health technician ii Psychiatric Technicians Hospitals
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,licensed practical nurse Licensed Practical and Licensed Vocational Nurse Administration of Human Resource Programs 
2,manager sales engineering cb Sales manager Broadcasting (except Internet)
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,ct technician Radiologic Technicians Hospitals
1,mental health technician Psychiatric Technicians Administration of Human Resource Programs 
1,charge nurse Registered Nurse Administrative and Support Services
2,territory manager Sales manager Beverage and Tobacco Product Manufacturing
3,director marketing creative strategy Marketing manager Broadcasting (except Internet)
1,network operations technician Network and Computer Systems Administrators Broadcasting (except Internet)
3,product marketing manager vod ppv Marketing manager Broadcasting (except Internet)
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,"break relief operator cooler Cooling and Freezing Equipment Operators and Tenders Merchant Wholesalers, Nondurable Goods "
2,business development manager Marketing manager Furniture and Related Product Manufacturing
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,charge nurse Registered Nurse Hospitals
1,director Chief Executives Administrative and Support Services
1,phy therapist Physical Therapists Hospitals
1,ct technician Radiologic Technicians Administration of Human Resource Programs 
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,phlebotomist Phlebotomists Administration of Human Resource Programs 
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,media supervisor Public Relations Specialists Administrative and Support Services
1,occupational therapist Occupational Therapists Administration of Human Resource Programs 
2,store lead First-Line Supervisors of Retail Sales Workers Broadcasting (except Internet)
2,territory manager Sales manager Beverage and Tobacco Product Manufacturing
2,territory manager ii Sales manager Beverage and Tobacco Product Manufacturing
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,phy therapist Physical Therapists Hospitals
1,clinic registered nurse Registered Nurse Administration of Human Resource Programs 
3,account manager trade marketing Marketing manager Beverage and Tobacco Product Manufacturing
1,product fill operator Packaging and Filling Machine Operators and Tenders Beverage and Tobacco Product Manufacturing
3,hp field sales sol arch First-Line Supervisors of Non-Retail Sales Workers Administrative and Support Services
1,registered nurse medical surg Registered Nurse Administration of Human Resource Programs 
1,magnetic resonance imaging technical Magnetic Resonance Imaging Technologists Administration of Human Resource Programs 
1,medical laboratory technician Medical and Clinical Laboratory Technicians Administration of Human Resource Programs 
1,"case dock laborer Laborers and Freight, Stock, and Material Movers, Hand Merchant Wholesalers, Nondurable Goods "
1,network technician Computer Network Support Specialists Broadcasting (except Internet)
1,respiratory therapist certified respiratory therapist Respiratory Therapists Hospitals
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,"forklift operator cooler Industrial Truck and Tractor Operators Merchant Wholesalers, Nondurable Goods "
1,certified nursing assistant ii Nursing Assistants Administration of Human Resource Programs 
1,"case dock laborer Laborers and Freight, Stock, and Material Movers, Hand Merchant Wholesalers, Nondurable Goods "
1,mnt technician ii institution elc Dietetic Technicians Beverage and Tobacco Product Manufacturing
1,operating room technician Surgical Technologists Administration of Human Resource Programs 
1,phy therapist Physical Therapists Hospitals
1,"nurse educator Registered Nurse Professional, Scientific, and Technical Services"
1,mammographer Radiologic Technologists Hospitals
1,certified nursing assistant Nursing Assistants Administration of Human Resource Programs 
1,"supervisor technical service First-Line Supervisors of Mechanics, Installers, and Repairers Broadcasting (except Internet)"
1,plant engineer Industrial Engineers Hospitals
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
3,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,medical technologist ii Medical and Clinical Laboratory Technologists Hospitals
1,emergency room technician Emergency Medical Technicians and Paramedics Hospitals
1,deli manager First-Line Supervisors of Food Preparation and Serving Workers Food and Beverage Stores 
2,"associate Retail Salespersons Religious, Grantmaking, Civic, Professional, and Similar Organizations"
2,territory manager Sales manager Beverage and Tobacco Product Manufacturing
1,"president Chief Executives Professional, Scientific, and Technical Services"
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,medical surg registered nurse Registered Nurse Administration of Human Resource Programs 
3,product business manager Marketing manager Furniture and Related Product Manufacturing
2,"unfi canada associate Retail Salespersons Merchant Wholesalers, Nondurable Goods "
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,"negotiator Business Operations Specialists, All Other Professional, Scientific, and Technical Services"
1,"art director Art Directors Professional, Scientific, and Technical Services"
1,graduate nurse Registered Nurse Administration of Human Resource Programs 
1,registered nurse surgery Registered Nurse Hospitals
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,"advanced broadband installer Telecommunications Equipment Installers and Repairers, Except Line Installers Broadcasting (except Internet)"
1,emergency medical technician ii Emergency Medical Technicians and Paramedics Administration of Human Resource Programs 
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,"associate Retail Salespersons Professional, Scientific, and Technical Services"
1,"product puller Order Fillers, Wholesale and Retail Sales Merchant Wholesalers, Nondurable Goods "
1,registered nurse Registered Nurse Administration of Human Resource Programs 
1,respiratory therapist registered respiratory therapist Respiratory Therapists Administrative and Support Services
1,associate director Clinical Research Coordinators Administrative and Support Services
1,senior manager cmts operations General and Operations manager Broadcasting (except Internet)
1,control room specialist prim upper Pest Control Workers Beverage and Tobacco Product Manufacturing
1,senior system technician Network and Computer Systems Administrators Broadcasting (except Internet)
1,operating room technician cert licensed practical nurse Licensed Practical and Licensed Vocational Nurse Hospitals
2,"route sales supervisor First-Line Supervisors of Non-Retail Sales Workers Merchant Wholesalers, Nondurable Goods "
1,field auditor Auditors Broadcasting (except Internet)
1,"supervisor system maintenance First-Line Supervisors of Mechanics, Installers, and Repairers Broadcasting (except Internet)"
1,"quality assurance technician Industrial Engineering Technicians Merchant Wholesalers, Nondurable Goods "
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,"associate client executive Executive Secretaries and Executive Administrative Assistants Professional, Scientific, and Technical Services"
1,junior art director Art Directors Administrative and Support Services
2,customer sales service cntr representative Retail Salespersons Broadcasting (except Internet)
1,"filler operator Packaging and Filling Machine Operators and Tenders Merchant Wholesalers, Nondurable Goods "
1,"user experience architect Human Factors Engineers and Ergonomists Professional, Scientific, and Technical Services"
1,operating room technician Surgical Technologists Administration of Human Resource Programs 
1,"senior traffic manager Transportation manager Professional, Scientific, and Technical Services"
1,supervisor manufacturing First-Line Supervisors of Production and Operating Workers Beverage and Tobacco Product Manufacturing
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,system technician ii Network and Computer Systems Administrators Broadcasting (except Internet)
1,analyst Management Analysts Administrative and Support Services
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,"account director Sales manager Professional, Scientific, and Technical Services"
2,inside territory account manag Sales manager Administrative and Support Services
1,"warehouse administrator Database Administrators Merchant Wholesalers, Nondurable Goods "
1,"filler operator Packaging and Filling Machine Operators and Tenders Merchant Wholesalers, Nondurable Goods "
1,medical laboratory technician Medical and Clinical Laboratory Technicians Hospitals
1,sterile supply technical Surgical Technologists Administration of Human Resource Programs 
1,analyst Management Analysts Administrative and Support Services
1,account supervisor First-Line Supervisors of Office and Administrative Support Workers Administrative and Support Services
3,area vice president trade marketing Marketing manager Beverage and Tobacco Product Manufacturing
1,mkg machinist opr protos Machinists Beverage and Tobacco Product Manufacturing
1,certified nursing assistant Nursing Assistants Hospitals
1,"welder Welders, Cutters, and Welder Fitters Furniture and Related Product Manufacturing"
1,vice president strategy director General and Operations manager Administrative and Support Services
1,"strategist Market Research Analysts and Marketing Specialists Professional, Scientific, and Technical Services"
2,"route delivery relief person lg Driver/Sales Workers Merchant Wholesalers, Nondurable Goods "
3,market sell through manager Marketing manager Administrative and Support Services
1,"alb operations manager General and Operations manager Merchant Wholesalers, Nondurable Goods "
2,territory manager Sales manager Beverage and Tobacco Product Manufacturing
1,manager General and Operations manager Administrative and Support Services
1,registered nurse Registered Nurse Administration of Human Resource Programs 
1,"senior vice president strategy General and Operations manager Professional, Scientific, and Technical Services"
2,"senior associate Retail Salespersons Religious, Grantmaking, Civic, Professional, and Similar Organizations"
3,senior manager creative services Marketing manager Broadcasting (except Internet)
2,store lead First-Line Supervisors of Retail Sales Workers Broadcasting (except Internet)
1,clinic registered nurse Registered Nurse Ambulatory Health Care Services
1,staff registered nurse prn Registered Nurse Administration of Human Resource Programs 
1,"planner digital magazine act Desktop Publishers Professional, Scientific, and Technical Services"
1,staff registered nurse prn Registered Nurse Administration of Human Resource Programs 
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,physician Family and General Practitioners Hospitals
1,assistant meat manager First-Line Supervisors of Retail Sales Workers Food and Beverage Stores 
2,"inside channel account manager Sales manager Professional, Scientific, and Technical Services"
1,radiology technician Radiologic Technicians Administration of Human Resource Programs 
1,respiratory therapist registered respiratory therapist Respiratory Therapists Administration of Human Resource Programs 
1,senior area manager General and Operations manager Beverage and Tobacco Product Manufacturing
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,"product puller Order Fillers, Wholesale and Retail Sales Merchant Wholesalers, Nondurable Goods "
1,radiation therapist cancer Radiation Therapists Administration of Human Resource Programs 
1,"senior electronic studio artist Graphic Designers Professional, Scientific, and Technical Services"
2,"senior associate Retail Salespersons Professional, Scientific, and Technical Services"
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,cardiac specialist Acute Care Nurse Administration of Human Resource Programs 
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,"regional account director Sales manager Professional, Scientific, and Technical Services"
1,registered nurse medical surg Registered Nurse Administration of Human Resource Programs 
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,"sales representative Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products Administrative and Support Services"
2,"route delivery relief person lg Driver/Sales Workers Merchant Wholesalers, Nondurable Goods "
1,"order assembly pick load coolr Stock Clerks- Stockroom, Warehouse, or Storage Yard Merchant Wholesalers, Nondurable Goods "
1,registered nurse Registered Nurse Administration of Human Resource Programs 
1,"assist negotiator local act Business Operations Specialists, All Other Professional, Scientific, and Technical Services"
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,"sales merchandising representative Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products Merchant Wholesalers, Nondurable Goods "
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,charge nurse Registered Nurse Administration of Human Resource Programs 
1,senior area manager General and Operations manager Beverage and Tobacco Product Manufacturing
2,"route sales drive do not use Driver/Sales Workers Merchant Wholesalers, Nondurable Goods "
1,resource manager Human Resources manager Administration of Human Resource Programs 
1,medical technologist Medical and Clinical Laboratory Technologists Administration of Human Resource Programs 
1,physician Family and General Practitioners Administration of Human Resource Programs 
1,licensed practical nurse graduate Licensed Practical and Licensed Vocational Nurse Ambulatory Health Care Services
1,"senior business manager General and Operations manager Professional, Scientific, and Technical Services"
1,field auditor Auditors Broadcasting (except Internet)
1,operating room technician Surgical Technologists Administration of Human Resource Programs 
1,radiology technician lead Radiologic Technicians Administration of Human Resource Programs 
1,team leader First-Line Supervisors of Office and Administrative Support Workers Furniture and Related Product Manufacturing
1,"blowmold operator Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic Merchant Wholesalers, Nondurable Goods "
1,"art director Art Directors Professional, Scientific, and Technical Services"
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,associate creative director Art Directors Administrative and Support Services
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,registered nurse surgery Registered Nurse Administration of Human Resource Programs 
1,radiology technician Radiologic Technicians Administration of Human Resource Programs 
2,"senior account executive Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products Administrative and Support Services"
2,"sales representative Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products Administrative and Support Services"
1,clinic medical assistant Medical Assistants Administration of Human Resource Programs 
3,"director client services Sales manager Professional, Scientific, and Technical Services"
1,paramedic Emergency Medical Technicians and Paramedics Administration of Human Resource Programs 
1,biomedical technical Biomedical Engineers Administration of Human Resource Programs 
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,biomedical technical Biomedical Engineers Administration of Human Resource Programs 
1,registered nurse surgery Registered Nurse Administration of Human Resource Programs 
3,"supervisor research Market Research Analysts and Marketing Specialists Professional, Scientific, and Technical Services"
1,"director Chief Executives Professional, Scientific, and Technical Services"
1,"project director manager, All Other Professional, Scientific, and Technical Services"
1,"filler operator Packaging and Filling Machine Operators and Tenders Merchant Wholesalers, Nondurable Goods "
2,territory manager Sales manager Beverage and Tobacco Product Manufacturing
1,radiology technician Radiologic Technicians Administration of Human Resource Programs 
1,"chief financial officer Treasurers and Controllers Professional, Scientific, and Technical Services"
1,"quality assurance inspector Inspectors, Testers, Sorters, Samplers, and Weighers Broadcasting (except Internet)"
1,phlebotomist Phlebotomists Administration of Human Resource Programs 
2,"associate Retail Salespersons Professional, Scientific, and Technical Services"
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,"loader Laborers and Freight, Stock, and Material Movers, Hand Merchant Wholesalers, Nondurable Goods "
1,"computer numerical control machine operator Computer-Controlled Machine Tool Operators, Metal and Plastic Furniture and Related Product Manufacturing"
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,"senior account executive Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products Religious, Grantmaking, Civic, Professional, and Similar Organizations"
1,respiratory therapist registered respiratory therapist Respiratory Therapists Hospitals
1,respiratory therapist registered respiratory therapist Respiratory Therapists Hospitals
1,certified nursing assistant ii Nursing Assistants Administration of Human Resource Programs 
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,"machine operator ww Packaging and Filling Machine Operators and Tenders Merchant Wholesalers, Nondurable Goods "
1,clinic rad technician Radiologic Technicians Hospitals
1,"blowmold operator Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic Merchant Wholesalers, Nondurable Goods "
1,registered nurse speciality Registered Nurse Administration of Human Resource Programs 
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,creative director Art Directors Administrative and Support Services
2,territory manager Sales manager Beverage and Tobacco Product Manufacturing
1,sonographer Diagnostic Medical Sonographers Hospitals
1,"managing director General and Operations manager Professional, Scientific, and Technical Services"
1,licensed practical nurse Licensed Practical and Licensed Vocational Nurse Administration of Human Resource Programs 
1,headend technician senior Electronics Engineering Technicians Broadcasting (except Internet)
1,licensed practical nurse Licensed Practical and Licensed Vocational Nurse Hospitals
1,"fleet maintenance mechanical ii First-Line Supervisors of Mechanics, Installers, and Repairers Merchant Wholesalers, Nondurable Goods "
3,"marketing manager Marketing manager Professional, Scientific, and Technical Services"
1,"filler operator Packaging and Filling Machine Operators and Tenders Merchant Wholesalers, Nondurable Goods "
2,territory manager Sales manager Beverage and Tobacco Product Manufacturing
1,construction technician senior Civil Engineering Technicians Broadcasting (except Internet)
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,territory manager Sales manager Beverage and Tobacco Product Manufacturing
2,"sales representative Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products Beverage and Tobacco Product Manufacturing"
2,manager sales Sales manager Broadcasting (except Internet)
1,respiratory therapist respiratory care practitioner Respiratory Therapists Hospitals
3,account manager trade marketing Marketing manager Beverage and Tobacco Product Manufacturing
1,director government relations iii Public Relations and Fundraising manager Broadcasting (except Internet)
1,operating room technician cert licensed practical nurse Licensed Practical and Licensed Vocational Nurse Hospitals
2,"route delivery relief person lg Driver/Sales Workers Merchant Wholesalers, Nondurable Goods "
1,kdf2 af2 machinist opr Machinists Beverage and Tobacco Product Manufacturing
1,lift truck operator Industrial Truck and Tractor Operators Furniture and Related Product Manufacturing
1,nursing supervisor part Registered Nurse Administration of Human Resource Programs 
1,registered nurse Registered Nurse Hospitals
2,territory manager Sales manager Beverage and Tobacco Product Manufacturing
1,"director strategy General and Operations manager Professional, Scientific, and Technical Services"
1,upholsterer clamp Upholsterers Furniture and Related Product Manufacturing
3,retail manager trade marketing Marketing manager Beverage and Tobacco Product Manufacturing
1,licensed practical nurse Licensed Practical and Licensed Vocational Nurse Administration of Human Resource Programs 
1,respiratory therapist prn Respiratory Therapists Hospitals
1,staff registered nurse prn Registered Nurse Administration of Human Resource Programs 
1,rivet press helper Helpers--Production Workers Furniture and Related Product Manufacturing
1,"filler operator Packaging and Filling Machine Operators and Tenders Merchant Wholesalers, Nondurable Goods "
1,clinical manager Medical and Health Services manager Ambulatory Health Care Services
1,charge nurse Registered Nurse Administration of Human Resource Programs 
1,"case dock laborer Laborers and Freight, Stock, and Material Movers, Hand Merchant Wholesalers, Nondurable Goods "
1,registered nurse special program Registered Nurse Hospitals
1,ct technician Radiologic Technicians Hospitals
1,registered nurse Registered Nurse Administration of Human Resource Programs 
1,"route delivery relief person lg Driver/Sales Workers Merchant Wholesalers, Nondurable Goods "
1,"loader stager Laborers and Freight, Stock, and Material Movers, Hand Furniture and Related Product Manufacturing"
2,"regional sales manager Sales manager Merchant Wholesalers, Nondurable Goods "
1,clinic registered nurse Registered Nurse Hospitals
